what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340041417902
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340041419115
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340041420276
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340041426865
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340041438692
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1340041448230
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1340041458378
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340041461677
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340041461820
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340041462310
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340041462436
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340041464300
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340041470981
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340041473561
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340041473701
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340041473838
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1340041476298
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340041507173
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1340041510966
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340041517786
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340041521986
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340041536252
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340041543553
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1340041549359
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340041561946
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340041584893
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340041584946
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340041591033
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340041591136
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340041594337
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340041595778
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340041595909
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340041597817
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340041602024
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340041602977
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340041604281
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340041620740
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1340041628519
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1340041632506
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340041640086
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340041641098
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340041644986
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340041658724
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340041665785
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1340041671209
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340041675885
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1340041677730
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340041681107
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340041690812
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340041696095
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340041764177
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340041767758
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340041786867
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340041997310
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340042015574
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340042018359
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1340042022450
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340042022820
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1340042024026
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340042033190
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340042034632
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340042039357
